,Title,rating score,IsItPositive,Review
295," The queen is always the queen
",9,True,"The beginning of the episode touched my heart. When I met my loved ones after many conflicts, I felt exactly the same kind of happiness that I felt at that time. Another thing I noticed behind this is how a person can subdue everyone else just by the force of his intellect. But one thing this episode has taught me is that sometimes enemies have to think of friends as well. I also saw how diligent the Queen's Guards could be to save the Queen. Their lives have no value in front of the queen's life. If you do something wrong, it will always be considered wrong, be it the queen of a state or someone else. So what will the king do now? The mother and her honor on the one hand and the wife and her honor on the other. One man changed himself after enduring repeated tortures, but one day he returned home with the courage of another man to help his family. Some people become demons out of greed for power and some people are born as demons. A queen is always a queen. No one has ever been able to bind him, never will. All I can say is that there is an excitement hidden in everything in this episode."
296," An episode you want to see many times
",10,True,"Another amazing episode, despite the fact that it is in the 6th season and the quality seems to be falling. Lots of interesting scenes and a lot of intensity. I will focus on one of Daenerys' top 10. The setting with the Dothraki leaders is one of the best moments that characterize the quality of the show, but also the excellent playing of the beloved Emilia. You are stunned by the style of dealing with Dothraki's leaders, the expression of devaluation and disgust towards them is one of the best I can remember. That's why I will get stuck many times in this episode and in this scene."
297," Livrr ET
",10,True,Good one. Really building up to a spectacular finale
298," Sansa at long last hits her stride!
",9,True,"Though I've cheered for Sansa from the beginning, the performance of Sophie Turner just wasn't what it should have been. As a late-comer to GAME OF THRONES I had first seen her in BARELY LETHAL, so I knew she was capable of living up to expectations. Less physical performance in this episode, but with acting that makes her the standout character... Well, till the end, Daenerys of course adds fire in more ways than one...So, Sansa made it an eight, and Daenerys made it a nine."
299," Mind Blowing!
",10,True,Seriously.. it's one of the best episode!! Especially the last minutes gave me goosebumps and attracted me to what people thought of this episode and i was amazed to find that some people were kind of bored! Seriously!? I can't believe it..
300," Good Episode. Fast-phase story-telling.
",9,True,"Fast Story-Telling, Good writting. Lots of great scenes. so much happen in this episode. and building up to the Wars to come. This episode show us what is gonna happen in this season."
301," Dani takes over another army without breaking a sweat!
",1,False,"I'm getting rather tired of this. There comes a point when a character gets so unstoppable and powerful that it becomes a boring slug, and that's exactly where Dani's story has gone. I'm getting quite tired of Dani seemingly being unstoppable, unflappable and un-killable. At this point I'll even put money on the fact that when the show does end (Please be soon, because at this point I just want my pain to end) she will be the victor, and how might this come about you ask? She'll simply say a few lines in a monologue and do something completely nonsensical and kill what ever other characters are still in the running in one fell swoop the same way she always has. Something or someone needs to make Dani take a step back and realize she's not all powerful, it's becoming boring."
302," Only thing good about this episode? It's Daniel Sackheim's last.
",2,False,"Daniel Sackheim gotta be the biggest boner killer in the history of TV shows. I didn't think it was possible to make GoT un-watchable but this talented director managed to do it. The way both episodes are filmed doesn't even feel like Game of Thrones but more like some cheap sitcom. Two episodes with great story, so many things happen and yet I'm bored to death and astounded by how many bad scenes and wasted opportunities for good ones, I (and we all) had to witness. Tyrion doesn't feel like Tyrion, Ramsey is suddenly the main character, Cersei with her sidekick just seem to walk from Tommens chamber to small council meeting room and high sparrow stays in one room and talks to people. Did this genius director had 4 rooms on the set to use? Camera work is awful, dialogues vague the quality drop from 1st and 2nd episodes is enormous. Happy to see that Jack Bender worked on next ones, honestly these 2 episodes will be the only ones ill watch once."
303," Boring and sluggish!
",4,False,"Dani's plot line is getting lunatic every passing day. What the heck was that? Do the show writers want us to believe that all by herself she incinerated those ferocious and savage Khalsars who are far more experienced in fighting the actual wars! Every time she dodging fire looks absolutely absurd. She has a Targaryen blood, and so did Viserys, and we saw what happened to him? He was one of the most interesting characters. Jon Snow is another boring and overrated character. I hope he along with his dumb sister gets flayed by Ramsay. Even in Kings Landing things are moving at snail's pace. There are people having decades of experience in politics and war who can't even concoct a full proof plan to overthrow sparrows. Sick of watching that Tommen crying like a baby in every episode.Theon's, Ramsays's, Arya's and Bran's story lines are the only few silver linings in a dark cloud. Another trump card is EURON GREYJOY. I hope he restores the badassary of iron island who were made look like cowards under Balon. Very slow plot overall!"
304," Come and see. Ramsay Bolton, Lord of Winterfell and warden of the North.
",5,False,"Book of the Stranger is an uneventful episode, with a lot of talking and plotting of what will happen without anything happening.Sansa arrives at Castle Black with Brienne and Podrick and embraces Jon. They receive news from Ramsay that he's in possession of Rickon and decide to reclaim Winterfell. The High Sparrow tells his boring story to Tommen, who informs Cersei that Margaery will soon have to do the walk of shame like she did, Cersei and Olena then plot to destroy the High Sparrow. Jorah and Daario track down Daenerys and she takes out the Khals with immolation and regains her followers. The Khals were too unopposing here, for such feared warriors. The episode unnecessarily drags, but it doesn't seem to bother anyone else.Jon, Daenerys, Sansa and Ramsay the standouts."
305," I'm in tears
",10,True,"This episode - where to start. Throughout Game of Thrones there have been a lot of moments that has made you laugh, smile, gasp and cry, but none has done so as much as this one.This is Game of Thrones, and it is truly heartbreaking. But before I talk about the final moments of this episode, I'll review the rest.This episode like the others is beautifully directed and acted, with nearly every scene playing out spectacularly. The scene with Dan and Jorah was great to see, and finally Jorah might get the peace he has been fighting for. We also get our first look at the new Red Woman, and it looks like her presence is going to mirror that of our already known Red Woman.Other than the scenes at Castle Black and at Meerern, and with Arya furthering her training (with a brilliant theatre scene), this episode shines at the end.Wow. The final moments of this episode broke me in two, not even the Red Wedding or Hardhome made me gasp and shake with intensity. It plays out all happy then suddenly does what Game of Thrones does, and pull it from under you. We lose two beloved characters, while you could argue that one is not really a character, but has been with us since season 1 episode 1 as a small cute furry bundle of joy. Seeing what the White Walkers can do has given us something else to fear from them. I am eager to see what comes next for our characters, whats left of them.I could go on to say that this is one of the greatest TV episodes of all times. If you don't like it, you're not a Game of Thrones fan.10/10"
306," Amazing Breathtaking Storytelling.
",10,True,"How should I start???? Wow This episode was a mixture of emotions and mysteries i never thought that they would top ""Hard home"" but they actually did with topnotch storytelling and keeping viewers on the edge of their seats. This is the best episode of the season and definitely one of the great ones. Finally game of thrones is getting the pace we all wanted and in this one oh boy You get that quite a lot . This season started off quite slow there were complains of game of thrones losing its charm and all that. I guess they are saving the best for last. you'll see plenty of new characters and start to understand them quickly that's why this show is so good it makes you care for the characters no matter how bad it is so watch it people before anyone spoils it for you ... It's Mind blowing ."
307," Game of Thrones at its best
",10,True,"A riveting episode, with a twist that left me speechless at the end. 'The Door', in many ways, highlights how pervasively the past lingers and colours the present, especially for members of the Stark family. This adds an element of poignancy to what is an ultimately shocking episode. We are introduced to new, compelling characters, the highlight among which is a Bravosi theatre troupe twisting the events that have previously occurred in Westeros. But plenty of time is devoted to more familiar faces as well, as we begin at The Wall, proceed to the Iron Islands and to Vaes Dorthrak, before we enter into Bran's mind, and learn the secrets that he learns. If you were disappointed with the start of Season 6, don't worry - this is where the plot thickens and the tension rises, while the action picks up."
308," After All Of These Seasons, You Would Think That Nothing Would Surprise You, You Would Be Wrong
",10,True,"Starting in the North where Sansa gets an invitation From Littlefinger, where he tries to make amends, Understandably Sansa is outraged and refuses his apology. Arya seems to be growing in strength and in wisdom. As she is assigned to kill an actress and she is reluctant to do so. The Iron Borns are trying to determine who is worthy of becoming there king, Or in our case the queen, as Yara Greyjoy steps up to claim the throne, she is blindsided by her uncle who has been piloting to take the throne for years.As usual they left the best for last as Brans story line quickly escalates into a battle for survival, As the White Walker horde surrounds the cave, Bran is forced to warg into Hodor, But he does it while he is looking back at the old memories, and as crazy as it sounds it actually works! What's more bizarre is that it leaves it's mark. Showing us where the Hodor name came from. Which is sort of a paradox, If Bran is the reason for Hodors condition, That means this had to have happened before, or after, my head hurts..."
309," After all these years...
",10,True,"... We finally know why Hodor only can say ""hodor"". And it's heartbreaking. This episode make me cry twice - first when Khaleesi learns about Jorah's condition and when she commanded him not to leave her side. And the second time when we learned what happened to Hodor, and I have to say... I have never cried this much to any movie or TV- show ever - probably because it has been such a long time coming - and I was just devastated. This episode shows that, no, GoT has not gotten worse because George is not involved anymore. This episode shows why GoT is one of the best TV-shows of all time, if not THE best. Just amazing."
310," Best Episode of Game of Thrones yet - No Spoilers
",10,True,"This episode is just a reminder of why this is absolutely the best show on TV, the quality of writing is ridiculous, there is no other piece of media in any form that makes me feel the way this show makes me feel. Absolutely astonishing in every possible way, head and shoulders above any other show or movie or book in my opinion. This show hit its stride in the first season and has rarely slowed down even a little, and when it did it consistently raced ahead later on in the season Exciting, funny, harrowing, beautiful and terrifying, saying this show has it all is an understatement. This episode (among some other notable episodes) had me in shock. 10 out of mutha-f**king 10."
311," An Explosive Ride
",10,True,"I was sitting at the very edge of my seat during the last few minutes of this episode. It was explosive, mind-blowing, and having ramifications that would completely alter the Game of Thrones universe. Bran's new ability that is revealed during the closing moments of this episode is the biggest thing in the show since the White Walker's existence was proved.The storyboarding is once again epic. The episode was perfectly paced and so is this season so far. It started off very slow and it looked like the showrunners are stalling the storyline. But now we know, it was all a perfect setup for this mid-season climax.Suffices to say, tonight's episode ranks among the very best of GoT. The storyline has finally picked up some pace this season and old mysteries are being unraveled.I definitely, look forward to next week's episode in the hope that it will continue what's been set off in 'The Door' and build on it in a massive way!"
312," This is the best 4th episode of the serie.
",10,True,"Amazing end here. It is so dramatic and effective. Brilliant story for Hodor. This episode is the answer of ""How can this basic character be a complicated character?"" This episode is really good."
313," HO'Door
",10,True,"If you are a GOT fan and have been watching since the beginning then this title would surely bring that pain and agony in you that we all somehow hate/love. First of the usual story progression happens with Sansa sending Brienne away for gathering troops in the North and then departs herself with Jon and company. Dany's scene only serves the purpose for Jorah to send away to find a cure for himself. However story progresses. Arya is given another task that is to kill someone but the motive is not clear. Arya questions hesitantly and is hushed by the priest. On let me skip all that to come to the main point. Bran lures white walkers to the red tree mistakenly and then we get the scene of the year. I honestly don't have words to describe the scene but the emotional intensity is so huge that I had tears welling up. We have all come to love Hodor for what he does and learning about his past with Bran warging into him when he is young is just mind boggling. The possibilities are endless. Rest is peace Ho,Door."
314," Everything Connects
",10,True,"How can even one word mean so much?That's because George R. R. Martin, the master of worldbuilding, has unbelievably taken his incredible story to another level. Also known Sci-Fi writer, he's managed to do something amazing: Incorporate science fiction elements into a fantasy story that doesn't really need them but is even better with them.The passion and attention to detail makes up for an epic adventure but not without substance. Characters so rich that could even have their own show, even saying the word ""characters"" doesn't feel right, these are people. No good guys or bad guys, just people doing whatever they think is right or best for them.Why is Game of Thrones undeniably one of the best shows I've ever seen? Because it's one that cares so much about its story that even something as apparently meaningless as a repeated word by a seemingly comic relief character can mean more than meets the eye."
315," Such an emotional episode
",10,True,"In the very first scene, with Sansa and Littlefinger, Sansa expresses her distrust towards him and further proves to the audience that she is - finally - learning. She even learnt from him (the very best) and chose not to tell Jon about where she got her information from. Littlefinger is shown to be in great discomfort in this scene, which is a rare sight for one of the most quietly intimidating and powerful people in all of Westeros.Varys - another man of knowledge and power - was made very uncomfortable in this episode as he was confronted with his greatest fear/enemy: magic. It was so very strange seeing both Littlefinger and Varys in their states, yet it was a gentle reminder that nobody is entirely invulnerable. As a wise man once said: power resides where men believe it resides.We were also treated to another emotional, albeit short, scene with Daenerys and Jorah, in which we receive a long-awaited pardon. Jorah declares his love for Daenerys, and in return she finally forgives him for his treason. She sends him away with a (final?) mission: find a cure for his greyscale. Unfortunately, I'm not too confident that he'll actually find that cure, or even if they'll meet again, but I can only be optimistic and pray that he does and they do.Euron Greyjoy has won the King's Moot; alas, he was too late and as a result, Yara and Theon have escaped with (seemingly) all of the ships. Where will they go? Will they head over to Meereen themselves and implement Euron's plan before he can? It seems unlikely, but I'm not sure where else they can go. At least we now know Daenerys will have her ships soon!Arya's training seems to have been stunted once more. Jaqen seems very skeptical of her and her ability to serve the Many-Faced God. Perhaps, if things don't go according to plan for Arya with her next mission, we'll see her leaving Braavos sooner than expected.The final scene was completely traumatising. Bran! You mustn't linger too long or you'll drown! Do the Starks ever listen? Had he been more careful this tragedy could have been avoided. I was not expecting to see the White Walkers in this episode, nor was I expecting the death of the Three Eyed Raven, Hodor, and Summer (Bran's direwolf). We learnt how Hodor became Hodor and witnessed the tragedy unfold before us. It was honestly heartbreaking. Hodor died fighting and doing what he always had done so well: protecting Bran.I do sincerely hope that Bran has learnt enough in his time in training and that he can put to good use what he's been taught. He's one of the final pieces of the puzzle to defeating the White Walkers, so his survival is absolutely paramount.No King's Landing or Ramsay storyline in this episode, sadly, but we've next week to look forward to, and I imagine it will be quite eventful given all the tricks both Cersei and the High Sparrow have up their sleeves.This episode's culmination marks the halfway point for season six - can you believe we're here already? With only five episodes to go, I'm already starting to fear for the end of the season."
316," Wow..
",10,True,No comments. This is the first episode of GoT that made my eyes water. There were many emotional parts before and I never cried to those. Something about this episode: The acting or the background score idk. But it really made me emotional.
317," Utterly tragic and fantastic
",10,True,"This episode gives me chills. It has such a magnificent ending. It's admittedly not an entirely new idea, but it's performed so very, very well."
318," Hold The Door.
",10,True,"Speechless. One of the most emotionally intense episodes Game of Thrones has ever made. I thought this episode had a rocky start but then when Bran's Scene came it took a Wholly different level . And getting to know that the White Walkers are the creation of The children of the forest it was seriously mind Boggling. Well.. this has simplified the story very much. I don't think HBO can produce two more seasons because all the strings are coming together and the story has very very simplified,I think that if the producers had waited for the books they would have gotten a Richer Background But this was also very good on the writers part. If the story moves forward like it has in this season we are definitely in for the greatest ride of television of all time."
319," Heart Breaking
",10,True,This single episode maid me realize why Game Of Thrones is the most well written show of all time.
320," Hardhome pt 2
",9,True,"WOW...This episode was almost perfect...almost because there are too many things going on: 1. Littlefinger is back. He meets Sansa and Brienne and goes all weepy and confesses that he knew all about Ramsay but underestimated Sansa's ability to handle him. He also offers the Knights of the Vale for the upcoming Bastard Bowl but Sansa rejects him, which is a stupid decision since they need an army to fight the Boltons & co. Sansa sends Brienne to have her grand-uncle the Blackfish who has retaken Riverrun (the story is different from the books) while she and Jon will try to convince other Northern houses to back them up. Will Brienne face off against Jaime when he comes to Riverrun? That would be interesting...2. Having her sight restored, Arya is given an assignment. She has to poison an actress in a satirical play about the War of the 5 Kings and take her place. While scouting her target, she realizes that history is truly written by the winners as her family is constantly mocked throughout the play. She hesitates because the actress is a good person, but Jaqen lectures her that death comes for all and if she truly wishes to be a Faceless Man(?), she has to kill regardless of morality. As if she isn't already a killer...3. Lord Friendzone Jorah the Andal reveals to Dany that he is going to become a stone man soon and that he loves her (again). She orders him to seek the cure and return to her when she will conquer Westeros. Let's get out of Meereen first, Mother of Dragons.4. Tyrion decides to seek spiritual help to handle things in Meereen after things have cooled down (for now) and meets with Red Priestess Kinvara who is totally hot and cunning btw. She agrees to his T&Cs before Varys starts mocking her about Melisandre and Stannis. She ""burns"" him by almost revealing his tragic past and Varys totally freaks out, which is pretty rare. She still agrees to Tyrion's T&Cs before leaving with a smirk on her face. Damn...5. Kingsmoot aka Ironborn Parliament takes place and Yara positions herself as the Queen along with Theon's support. But Euron steals the show by revealing that he did kill Balon and he will seek Dany as his wife and her army and dragons and conquer the 7 kingdoms. He is voted King by the majority and after a drowning ceremony he is crowned. It is revealed that Yara and Theon and their supporters have stolen the best ships and fled. Euron vows revenge. Please no Dorne again...6. Bran and his visions. WOW. If the episode had been only focused on this, it would have been 10/10. The reveal that the CHILDREN OF THE FOREST CREATED THE WHITE WALKERS.... OH YEAH.Bran tries to go solo and stumbles upon the army of the undead and The Night's King and his 3 Horsemen (Jon killed one of them in Hardhome). The Night's King touches him and he wakes up with fear. Bloodraven reveals that the WW army is coming for them, the cave cannot protect them anymore.Bran and Bloodraven are on another time buddies trip where we see kid Ned leaving off to become Jon Arryn's ward and Robert Baratheon's best bud. In the real wold aka the present, the WW army arrives and Meera and the Children hold them off for minutes at the most. One by one the Children die and Meera kills 1 Horseman with a Valyrian spear similar to Jon (Star Wars theories anyone?). Hodor is scared but as Meera tries to wake him up Bran is able to control Hodor in the present while simultaneously staying in the past vision. As Hodor, Bran, Meera and the last Child leave, Summer tries to hold the undead off but dies too.Dead direwolves - 3 (I still believe Shaggydog is alive until proved otherwise).The Night's King kills off Bloodraven, while still in a vision with Bran, is aware of the outside world and his death seconds away. He dies, disappearing in a haze. The last Child sacrifices herself (itself?) to allow Bran, Hodor and Meera to escape. Hodor holds the door as Meera runs off carrying Bran while screaming, ""Hold the door!!!"". It is revealed that Meera's screams along with Bran being in the past, caused Wylis / Walder to go mad become HODOR = HOLD THE DOOR.WOW.+ Hodor... let me wipe the manly tears. + RIP Bloodraven aka Brynden Rivers aka Three Eyed Raven aka TARGARYEN BASTARD. + BRAN CAN CHANGE THE PAST (The Mad King theory makes sense now). + Kinvara is HOT. + Hopefully Dany will leave for Westoros this season.RIP Summer. -Poor Jorah. -Too many story arcs in this episode."
321," Genius
",10,True,"Hands down, ""the door"" is my favorite GoT episode. It is absolutely genius and has all the feels in it. Credit does go to George R. R. Martin for being a literary genius with one particular character (will not spoil), but how the directors portrayed George's concept in this episode was INCREDIBLE. Not to mention how mind blowing this episode was. Two thumbs up."
322," Can It Get More Intense?
",10,True,"Others have done fine in recounting the events. I will only add that we now have the pieces there. Big battles are ahead with forces in place. Right now we don't know the relative strengths because the alliances aren't totally clear. Arya is a rogue and has her own agenda. We need to understand why she has suffered the ordeal she has; what is her motivation. Of course, the Starks want to be renewed by showing their lineage. Bran is going to be the key piece in all this. So much is revealed here as to how the white walkers have managed to become what they are. Bran has to get control of himself before he can be a force. His inquisitiveness may be his undoing. The thing with Hodor is a wonderful piece that brings knowledge to us. This season is rolling along too fast."
323," Undeniably brilliant television!
",10,True,"What a riveting episode! Game of Thrones seems to be improving by the week, and season 6 so far has been extremely satisfying simply because of the speed at which the story lines have progressed. The climax of 'the Door' was one of the most heart- wrenching and dramatic scenes in the series to date! Hodor's final sacrifice in itself is moving, following the thrilling chase through the tunnel that once seemed like a safe haven, but the discovery of the origin of his name is mind-boggling in the extreme. It opens the door (so to speak) to a range of possibilities concerning the consequences of Bran's powers, and his ability to alter past events sets an interesting paradox to be solved in future episodes. If the present as the characters are experiencing it include the alterations caused by Bran (Hodor's speech defect) then what else in the present has been inadvertently caused by Bran's actions. It truly is a fascinating question, and one I hope to see answered throughout the remainder of the season!"
324," Hold the Door
",9,True,"Every time I think this season may take a step back or give us a filler episode, it does just the opposite. Granted, there are still certain story lines that don't seem to have any impact in the larger grand scheme of things, but the good far outweighed the bad in 'The Door'.Once again beginning in Castle Black, we got to see Sansa completely shut down Littlefinger who claimed he didn't know of Ramsay's insanity at all. For someone who comes across as one of the smartest people in all of Westeros, it seems unlikely he wouldn't have heard a thing, but I guess I can buy into it. No matter, seeing Sansa shut down his offer and really come into her own as a leader of the North, was satisfying after all that she went through last season. I'm also glad to see Jon and Sansa get on the road and recruit the other houses. At the same time, I feel Brienne and Sansa's time together was all too short so I sure hope it isn't the last we see of that relationship.Continuing with the heavy Stark episode was Arya in Braavos. It's not necessarily that her scenes have been bad, they haven't. I just don't entirely see the reason why each episode we see the same sort of arc with her, Waif and Jaqen H'ghar. Arya gets her butt kicked, Jaqen doesn't trust her, and she pleads for it anyway. I thought perhaps with the comedic theatre scenes with Lady Stork we may get to see Arya in action as 'no one', but it wasn't meant to be.After Dany had a very big unburnt moment last week, she took a backseat to the Stark conflict, but it wasn't any less impactful. Seeing Jorah finally reveal his greyscale and his love for the Queen of Dragons was heartbreaking. Hearing her tell him she needs him on her side once she takes the Iron Throne was bittersweet, and it almost seems to hint that he may make it out of this season alive after all. That is, if and when he finds himself a cure.Speaking of Dany's claim to the Throne, she may have a King to rule with as Euron declared his plan to marry Daenerys and conquer all of Westeros. Meanwhile, the ""first servant of the Lord of the Light"" aka Kinvara is also looking to help Dany's claim to the throne. Whatever her plans are with Tyrion and Varys, I instantly bought into her character during her monologue to Varys. Lastly, Bran sure had a big week with his visions and flashbacks to some key plot revelations with the White Walkers. It was revealed via flashback that the Children of the Forest were directly responsible for the creation of the Night's King way back in the day. As if we thought that was big enough, it was also revealed that Bran unintentionally was the reason for Hodor's lack of intelligence. The entire sequence was beautifully edited and scored in what is one of this show's all-time great scenes/reveals. That's some season 1 story planning finally coming to fruition years later. And I can't deny how impressive the execution of this scene and this entire episode was. Season 6 just keeps getting better.+Sansa is just awesome+Iron Islands material moves along+Jorah's heartbreaking reveals+White Walker material+Hold the freaking door-Arya stuff seems repetitive9.4/10"
325," Revelations
",9,True,"Far north of the wall Bran continues to have visions with the Three-Eyed Raven; during one it is revealed just how the White Walkers came into existence. Later he decides to have a vision on his own and in it he sees the leader of the White Walkers, The Night King, and, what is more, the Night King sees him and grabs his arm. The Three-Eyed Raven tells him that that he must leave as the Night King now knows where he is and will be coming for him. As he has another vision they are attacked and we learn why Hodor says nothing but 'Hodor'. Elsewhere Sansa meets Petyr Baelish and rejects his offer of help; Yara Greyjoy claims the throne of the Iron Islands but has to flee with Theon when her Uncle Euron takes the throne. Across the Narrow Sea Arya is given another chance when she is told to kill an actress but having seen her questions whether she deserves to die.This was another great episode; interestingly the best parts included Bran, a character who had taken a relatively minor role until this season. His story provided some interesting revelations; most notably concerning the origins of the White Walkers, something I hadn't previously thought about. His story also provided some great action as the White Walker's launch their attack. After many episodes where Arya just got beaten it was nice to see her story develop; she even got to smile while watching a play about the events in Westeros at least until it included her family. The events on the Iron Islands were very interesting and served to properly introduce Euron Greyjoy; Pilou Asbæk impressed in the role; not that that was a big surprise having been previously impressed by his performances in various Danish productions. Overall as the sixth season reaches its half way point things remain as interesting as ever."
326," Despite being a ""seasoned"" viewer of drama troupes, it still made me cry, like a god damn baby
",10,True,"The troupe of ending twist that makes one re-evaluate everything they saw from another perspective isn't anything new, films like The Usual Suspects made guys like Kevin Spacey famous because of it. Nor am I anything of the teary eyed sort, especially after 6 seasons of GoT, but...God I just couldn't stop those tears.Hodor... Christ I can never look at that name again... he was low-key, we took it all for granted, despite should have known better, we took it at face value, we gave him no importance.GoT became famous because of its penchant for killing off main characters, in retrospect, that sort of shock value is easy, but for every one of our exaggerated hype over the killing of one main protagonist, how many ""insignificant"" deaths have we ignored? The unwavering smile of the cashier, the firefighters constantly on duty, the billions of insignificant individuals that collectively, silently keep the world functioning? How many of them were truly given the respect they deserve? Don't take others for granted, least of all the people who never entered your mind as anything noteworthy."
327," Hodor, Hodor, Hodor.
",10,True,"This is my first GOT review and i am writing it for the character who is popularly known as Hodor. I was amazed and hypnotized during the climax of the show when i understood the meaning of ""Hodor"". Right from 1st episode to the 65th episode many like me would have wondered about Hodor and his power and his fear during life threatening escapes and battles now we know why he was afraid during those times.This episode reflects the genius of the writer who introduced Hodor in very first season and explained his ""Hodor Behavior"" in sixth season. Now that's what i call wisdom and brilliance. Those who watch GOT and there are billions of them, like me they can understand the destined departure of this major character who performed it flawlessly. This is one of the best departure, heroic departure of a hero i have seen in this series and i am so glad that i live in the time of this legendary series. This series now belong to the world and we all are very proud of it. I believe stories like Game of Thrones stir our heart to that extent that even after witnessing the taste of fairy tale we can understand the meaning of life."
328," ""Hold the door"" is sheer perfection!
",10,True,"*SPOILER FREE*This episode is beyond amazing! I would say this is one of the most important and thrilling episodes in recent times. It would clear many of your doubts and questions, and the ending would simply give you chills. I wouldn't dare say anything about the story so I'm leaving it to you to watch and judge. I would give full points to the cinematography: every angle is beautifully shot and looks like a painting. Acting overall is brilliant. Sansa's character is becoming very interesting so I'm quite curious how much she's going to transform during this season. Bran and Hodor is phenomenal. Score is done brilliantly. Enough good to make you feel cold. Writing and directing is top notch. They can expect a lot of Emmys and probably Golden Globes this year.Now I'm curious about upcoming weeks. How they would top this one is beyond me. [10/10]."
329," Game Of Thrones – S06E05
",10,True,"This season of Game of Thrones is well and truly on fire. After so much build up in season 5, it has exploded and week after week they seem to be hitting home run for home run.This week was no different. So much happened this episode and it was all amazing. Starting we at Castle Black we got to see Sansa and Little Finger meet each other for the first time since Sansa was sent to marry Ramsey. What I really like in this scene was how even when Little Finger was under the hammer and Sansa was dishing it all out to him, he was still pulling his strings. Dropping hints and tips to Sansa that she ended up taking on board and telling Jon about when they were trying to work out how they would return Winterfell to the Stark name. Coming from this we also got the extremely entertaining scene with Brienne and Tormund. I really hope they play this out. It would be amazing to see a team up like that and together see them taking out White Walkers. While the Daenarys scene was brief it was really good. We finally got Captain Friendzone admitting his love for Daenarys, a scene that was well over due. Apart from that point, we got to see Daenarys leading an army once again. I've always liked when Daenarys is in charge and she is showing her determination and starting to build towards her end attack for the throne. We got perhaps one of my favourite fight scenes since the Mountain popped the head of The Viper. I really loved Arya's fight scene with the other faceless assassin. It was extremely brutal and the way it was choreographed was amazing and was paced really smoothly and well. Of course it wouldn't be Game of Thrones without a massive ending. Hold the Door. Finally we get to see how Hoodor transitioned from Willis to the Hoodor we know. I thought the was they did it was amazing. I really like how with Bran we are really starting to explore his powers as a Warg and are being able to see how he can influence the past. I thought the scene itself with Hoodor holding the door shut to stop the White Walkers was extremely emotional the the way they cut between present day and Bran Warging into the past was brilliant. I'm calling it now, White Walker Hoodor for the end of the season. Of course the other big things to come out of Bran's scenes is we learned how the first White Walkers were create by the tree people and that the White Walkers are now on the chase for Bran. I'm not quite sure why they are after Bran specifically but I'm sure it will all be explained in the next few weeks. Yet again, one of the most amazing episodes of the whole series has been produced out of this wonderful thing we call season 6. This is why Game of Thrones is so highly regarded as one of the best TV shows of all time and it's really good to see that not having books to based the remaining episodes off is yet to hinder the quality. 10/10"
330," The balance of power shifts in King's Landing and Arya makes an important decision.
",9,True,This episode opens shortly after the previous one ended; Meera is dragging Bran through the snow and the White Walkers are approaching fast; suddenly an unidentified rider rescues them. It later becomes apparent that it is Bran's uncle Benjen Stark; it was assumed that he died long ago but he survived north of the wall and during that time learnt more about the White Walkers. Meanwhile Sam and Gilly arrive at his home; at first they are made to feel welcome but when his father returns the atmosphere turns frosty then gets even colder when he learns that Gilly is a Wildling. In King's Landing Jaime and the Tyrell forces move to rescue Queen Margaery but are thwarted when it emerges that King Tommen and Margaery are now siding with High Sparrow. Elsewhere Walder Frey is determined to retake lands lost to 'Blackfish' Tully. Across the Narrow Sea Arya chooses not to kill the actress she was instructed to kill; something that will put her life in danger in the not too distant future. As Daenerys and her Dothraki march to Meereen she is reunited with one of her dragons and gives a stirring speech to her followers.There may not be lots of action in this episode but that doesn't mean it is boring. The opening provides the episode's main action as well a serving to introduce a character we assumed was dead. The scenes at Sam's family home were suitably tense without any real sense of danger; Hannah Murray and John Bradley put in fine performances as Gilly and Sam. The events in King's Landing were intriguing and served to shake things up nicely as the balance of power shifted very suddenly. Arya's scenes were really good; they also mean that her character's development is going to change direction as she deliberately disobeys her instructions. Maisie Williams did a great job playing the role in a way that meant that her move was neither too obvious nor too surprising. We have seen Daenerys give plenty of stirring speeches to various followers over the years but they are still a great way to end an episode; especially when she is sat astride a massive dragon. Overall I really enjoyed this episode and look forward to seeing how things develop.
331," I've had it with Dany
",7,False,"Game of Thrones has showed consistency throughout its 6 seasons. It's almost a given that after a great episode such as last weeks' The Door, the following episode would consist on story development.I like to see this show progress the way its characters think and act, so I had no problems with this episode that brings back a lot of characters from other seasons, such as: Walder Frey, Black Fish and Benjen Stark.However, Daenery's story line is becoming dull, I'm tired of seeing her conquer small cities and remembering us that she is the rightful heir to the Iron Throne. I believe that showing her so INCREDIBLE and UNSTOPPABLE so many times has made her too constant and boring. I want to see her face a big army where she has to sacrifice several ""banner men"" in order to succeed and rule, not just burn a couple of Khals and then intimidate everyone with her dragons.... TOO REPETITIVE.Another solid episode, not too much action going on.7/10"
